# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	961654	963084	+			KAK8439294.1	hypothetical protein			B9J08_04845	1431		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	961654	963084	+	KAK8439294.1			hypothetical protein			B9J08_04845	1431	476	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	963101	965266	-							B9J08_04846	2166		old_locus_tag=B9J08_004886
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	963101	965266	-			KAK8439295.1	hypothetical protein			B9J08_04846	2166		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	963101	965266	-	KAK8439295.1			hypothetical protein			B9J08_04846	2166	721	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	968721	969584	+							B9J08_04847	864		old_locus_tag=B9J08_004887
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	968721	969584	+			KAK8439296.1	hypothetical protein			B9J08_04847	864		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	968721	969584	+	KAK8439296.1			hypothetical protein			B9J08_04847	864	287	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	970470	971609	+							B9J08_04848	1140		old_locus_tag=B9J08_004888
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	970470	971609	+			KAK8439297.1	hypothetical protein			B9J08_04848	1140		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	970470	971609	+	KAK8439297.1			hypothetical protein			B9J08_04848	1140	379	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	971836	973806	-							B9J08_04849	1971		old_locus_tag=B9J08_004889
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	971836	973806	-			KAK8439298.1	hypothetical protein			B9J08_04849	1971		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	971836	973806	-	KAK8439298.1			hypothetical protein			B9J08_04849	1971	656	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	974130	975752	+							B9J08_04850	1623		old_locus_tag=B9J08_004890
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	974130	975752	+			KAK8439299.1	hypothetical protein			B9J08_04850	1623		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	974130	975752	+	KAK8439299.1			hypothetical protein			B9J08_04850	1623	540	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	976077	977696	+							B9J08_04851	1620		old_locus_tag=B9J08_004891
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	976077	977696	+			KAK8439300.1	hypothetical protein			B9J08_04851	1620		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	976077	977696	+	KAK8439300.1			hypothetical protein			B9J08_04851	1620	539	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	977862	983024	-							B9J08_04852	5163		old_locus_tag=B9J08_004892
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	977862	983024	-			KAK8439301.1	hypothetical protein			B9J08_04852	5163		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	977862	983024	-	KAK8439301.1			hypothetical protein			B9J08_04852	5163	1720	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	987855	989378	-							B9J08_04853	1524		old_locus_tag=B9J08_004893
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	987855	989378	-			KAK8439302.1	hypothetical protein			B9J08_04853	1524		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	987855	989378	-	KAK8439302.1			hypothetical protein			B9J08_04853	1524	507	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	994199	994570	-							B9J08_04854	372		old_locus_tag=B9J08_004894
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	994199	994570	-			KAK8439303.1	hypothetical protein			B9J08_04854	372		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	994199	994570	-	KAK8439303.1			hypothetical protein			B9J08_04854	372	123	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1003095	1005632	+							B9J08_04855	2538		old_locus_tag=B9J08_004895
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1003095	1005632	+			KAK8439304.1	hypothetical protein			B9J08_04855	2538		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1003095	1005632	+	KAK8439304.1			hypothetical protein			B9J08_04855	2538	845	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1005826	1007328	+							B9J08_04856	1503		old_locus_tag=B9J08_004896
mRNA		GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1005826	1007328	+			KAK8439305.1	hypothetical protein			B9J08_04856	1503		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	5	CM076442.1	1005826	1007328	+	KAK8439305.1			hypothetical protein			B9J08_04856	1503	500	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	1677	2153	-							B9J08_04857	477		old_locus_tag=B9J08_004103
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	1677	2153	-			KAK8438510.1	hypothetical protein			B9J08_04857	477		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	1677	2153	-	KAK8438510.1			hypothetical protein			B9J08_04857	477	158	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	5813	6166	-							B9J08_04858	354		old_locus_tag=B9J08_004104
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	5813	6166	-			KAK8438511.1	hypothetical protein			B9J08_04858	354		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	5813	6166	-	KAK8438511.1			hypothetical protein			B9J08_04858	354	117	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	8436	9047	+							B9J08_04859	612		old_locus_tag=B9J08_004105
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	8436	9047	+			KAK8438512.1	hypothetical protein			B9J08_04859	612		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	8436	9047	+	KAK8438512.1			hypothetical protein			B9J08_04859	612	203	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	17184	18227	-							B9J08_04860	1044		old_locus_tag=B9J08_004106
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	17184	18227	-			KAK8438513.1	hypothetical protein			B9J08_04860	1044		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	17184	18227	-	KAK8438513.1			hypothetical protein			B9J08_04860	1044	347	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	19009	19524	+							B9J08_04861	516		old_locus_tag=B9J08_004107
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	19009	19524	+			KAK8438514.1	hypothetical protein			B9J08_04861	516		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	19009	19524	+	KAK8438514.1			hypothetical protein			B9J08_04861	516	171	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	20842	21153	+							B9J08_04862	312		old_locus_tag=B9J08_004108
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	20842	21153	+			KAK8438515.1	hypothetical protein			B9J08_04862	312		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	20842	21153	+	KAK8438515.1			hypothetical protein			B9J08_04862	312	103	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	24784	33624	+							B9J08_04863	8841		old_locus_tag=B9J08_004109
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	24784	33624	+			KAK8438516.1	hypothetical protein			B9J08_04863	8841		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	24784	33624	+	KAK8438516.1			hypothetical protein			B9J08_04863	8841	2946	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	35517	37511	+							B9J08_04864	1995		old_locus_tag=B9J08_004110
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	35517	37511	+			KAK8438517.1	hypothetical protein			B9J08_04864	1995		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	35517	37511	+	KAK8438517.1			hypothetical protein			B9J08_04864	1995	664	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	37774	39279	-							B9J08_04865	1506		old_locus_tag=B9J08_004111
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	37774	39279	-			KAK8438518.1	hypothetical protein			B9J08_04865	1506		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	37774	39279	-	KAK8438518.1			hypothetical protein			B9J08_04865	1506	501	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	41881	47268	-							B9J08_04866	5388		old_locus_tag=B9J08_004112
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	41881	47268	-			KAK8438519.1	hypothetical protein			B9J08_04866	5388		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	41881	47268	-	KAK8438519.1			hypothetical protein			B9J08_04866	5388	1795	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	54116	55849	+							B9J08_04867	1734		old_locus_tag=B9J08_004113
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	54116	55849	+			KAK8438520.1	hypothetical protein			B9J08_04867	1734		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	54116	55849	+	KAK8438520.1			hypothetical protein			B9J08_04867	1734	577	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	56636	57409	-							B9J08_04868	774		old_locus_tag=B9J08_004114
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	56636	57409	-			KAK8438521.1	hypothetical protein			B9J08_04868	774		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	56636	57409	-	KAK8438521.1			hypothetical protein			B9J08_04868	774	257	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	57873	58967	-							B9J08_04869	1095		old_locus_tag=B9J08_004115
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	57873	58967	-			KAK8438522.1	hypothetical protein			B9J08_04869	1095		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	57873	58967	-	KAK8438522.1			hypothetical protein			B9J08_04869	1095	364	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	59340	60320	-							B9J08_04870	981		old_locus_tag=B9J08_004116
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	59340	60320	-			KAK8438523.1	hypothetical protein			B9J08_04870	981		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	59340	60320	-	KAK8438523.1			hypothetical protein			B9J08_04870	981	326	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	60999	62369	-							B9J08_04871	1371		old_locus_tag=B9J08_004117
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	60999	62369	-			KAK8438524.1	hypothetical protein			B9J08_04871	1371		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	60999	62369	-	KAK8438524.1			hypothetical protein			B9J08_04871	1371	456	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	62892	64313	-							B9J08_04872	1422		old_locus_tag=B9J08_004118
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	62892	64313	-			KAK8438525.1	hypothetical protein			B9J08_04872	1422		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	62892	64313	-	KAK8438525.1			hypothetical protein			B9J08_04872	1422	473	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	65527	66480	-							B9J08_04873	954		old_locus_tag=B9J08_004119
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	65527	66480	-			KAK8438526.1	hypothetical protein			B9J08_04873	954		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	65527	66480	-	KAK8438526.1			hypothetical protein			B9J08_04873	954	317	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	66677	68737	+							B9J08_04874	2061		old_locus_tag=B9J08_004120
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	66677	68737	+			KAK8438527.1	hypothetical protein			B9J08_04874	2061		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	66677	68737	+	KAK8438527.1			hypothetical protein			B9J08_04874	2061	686	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	69123	69539	+							B9J08_04875	417		old_locus_tag=B9J08_004121
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	69123	69539	+			KAK8438528.1	hypothetical protein			B9J08_04875	417		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	69123	69539	+	KAK8438528.1			hypothetical protein			B9J08_04875	417	138	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	70133	71311	+							B9J08_04876	1179		old_locus_tag=B9J08_004122
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	70133	71311	+			KAK8438529.1	4-hydroxybenzoate polyprenyl transferase			B9J08_04876	1179		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	70133	71311	+	KAK8438529.1			4-hydroxybenzoate polyprenyl transferase			B9J08_04876	1179	392	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	71327	74272	-							B9J08_04877	2946		old_locus_tag=B9J08_004123
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	71327	74272	-			KAK8438530.1	hypothetical protein			B9J08_04877	2946		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	71327	74272	-	KAK8438530.1			hypothetical protein			B9J08_04877	2946	981	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	74641	75981	-							B9J08_04878	1341		old_locus_tag=B9J08_004124
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	74641	75981	-			KAK8438531.1	glutamate 5-kinase			B9J08_04878	1341		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	74641	75981	-	KAK8438531.1			glutamate 5-kinase			B9J08_04878	1341	446	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	77649	78071	+							B9J08_04879	423		old_locus_tag=B9J08_004125
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	77649	78071	+			KAK8438532.1	hypothetical protein			B9J08_04879	423		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	77649	78071	+	KAK8438532.1			hypothetical protein			B9J08_04879	423	140	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	79260	80039	+							B9J08_04880	780		old_locus_tag=B9J08_004126
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	79260	80039	+			KAK8438533.1	hypothetical protein			B9J08_04880	780		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	79260	80039	+	KAK8438533.1			hypothetical protein			B9J08_04880	780	259	
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80487	80560	+							B9J08_04881	74		old_locus_tag=B9J08_004127
tRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80487	80560	+				tRNA-Ile			B9J08_04881	74		
gene	tRNA	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80571	80643	+							B9J08_04882	73		old_locus_tag=B9J08_004128
tRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80571	80643	+				tRNA-Ala			B9J08_04882	73		
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80959	82791	-							B9J08_04883	1833		old_locus_tag=B9J08_004129
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80959	82791	-			KAK8438534.1	ABC transporter ATP-binding protein ARB1			B9J08_04883	1833		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	80959	82791	-	KAK8438534.1			ABC transporter ATP-binding protein ARB1			B9J08_04883	1833	610	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	84344	85999	+							B9J08_04884	1656		old_locus_tag=B9J08_004130
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	84344	85999	+			KAK8438535.1	hypothetical protein			B9J08_04884	1656		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	84344	85999	+	KAK8438535.1			hypothetical protein			B9J08_04884	1656	551	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	86260	86868	+							B9J08_04885	609		old_locus_tag=B9J08_004131
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	86260	86868	+			KAK8438536.1	hypothetical protein			B9J08_04885	609		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	86260	86868	+	KAK8438536.1			hypothetical protein			B9J08_04885	609	202	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	87971	91066	+							B9J08_04886	3096		old_locus_tag=B9J08_004132
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	87971	91066	+			KAK8438537.1	hypothetical protein			B9J08_04886	3096		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	87971	91066	+	KAK8438537.1			hypothetical protein			B9J08_04886	3096	1031	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	91123	97677	-							B9J08_04887	6555		old_locus_tag=B9J08_004133
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	91123	97677	-			KAK8438538.1	hypothetical protein			B9J08_04887	6555		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	91123	97677	-	KAK8438538.1			hypothetical protein			B9J08_04887	6555	2184	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	97932	100082	-							B9J08_04888	2151		old_locus_tag=B9J08_004134
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	97932	100082	-			KAK8438539.1	hypothetical protein			B9J08_04888	2151		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	97932	100082	-	KAK8438539.1			hypothetical protein			B9J08_04888	2151	716	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	101563	102699	-							B9J08_04889	1137		old_locus_tag=B9J08_004135
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	101563	102699	-			KAK8438540.1	hypothetical protein			B9J08_04889	1137		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	101563	102699	-	KAK8438540.1			hypothetical protein			B9J08_04889	1137	378	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	113674	115359	-							B9J08_04890	1686		old_locus_tag=B9J08_004136
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	113674	115359	-			KAK8438541.1	hypothetical protein			B9J08_04890	1686		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	113674	115359	-	KAK8438541.1			hypothetical protein			B9J08_04890	1686	561	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	117097	118998	+							B9J08_04891	1902		old_locus_tag=B9J08_004137
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	117097	118998	+			KAK8438542.1	hypothetical protein			B9J08_04891	1902		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	117097	118998	+	KAK8438542.1			hypothetical protein			B9J08_04891	1902	633	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	119598	124934	+							B9J08_04892	5337		old_locus_tag=B9J08_004138
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	119598	124934	+			KAK8438543.1	hypothetical protein			B9J08_04892	5337		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	119598	124934	+	KAK8438543.1			hypothetical protein			B9J08_04892	5337	1778	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	125002	128766	-							B9J08_04893	3765		old_locus_tag=B9J08_004139
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	125002	128766	-			KAK8438544.1	hypothetical protein			B9J08_04893	3765		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	125002	128766	-	KAK8438544.1			hypothetical protein			B9J08_04893	3765	1254	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	129393	131281	+							B9J08_04894	1889		old_locus_tag=B9J08_004140
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	129393	131281	+			KAK8438545.1	hypothetical protein			B9J08_04894	1842		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	129393	131281	+	KAK8438545.1			hypothetical protein			B9J08_04894	1842	613	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	131385	132222	+							B9J08_04895	838		old_locus_tag=B9J08_004141
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	131385	132222	+			KAK8438546.1	hypothetical protein			B9J08_04895	756		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	131385	132222	+	KAK8438546.1			hypothetical protein			B9J08_04895	756	251	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	132286	133308	-							B9J08_04896	1023		old_locus_tag=B9J08_004142
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	132286	133308	-			KAK8438547.1	hypothetical protein			B9J08_04896	1023		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	132286	133308	-	KAK8438547.1			hypothetical protein			B9J08_04896	1023	340	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	135022	138258	+							B9J08_04897	3237		old_locus_tag=B9J08_004143
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	135022	138258	+			KAK8438548.1	hypothetical protein			B9J08_04897	3237		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	135022	138258	+	KAK8438548.1			hypothetical protein			B9J08_04897	3237	1078	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	138392	138970	-							B9J08_04898	579		old_locus_tag=B9J08_004144
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	138392	138970	-			KAK8438549.1	hypothetical protein			B9J08_04898	579		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	138392	138970	-	KAK8438549.1			hypothetical protein			B9J08_04898	579	192	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	139087	141399	-							B9J08_04899	2313		old_locus_tag=B9J08_004145
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	139087	141399	-			KAK8438550.1	cysteine-tRNA ligase			B9J08_04899	2313		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	139087	141399	-	KAK8438550.1			cysteine-tRNA ligase			B9J08_04899	2313	770	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	143177	143792	+							B9J08_04900	616		old_locus_tag=B9J08_004146
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	143177	143792	+			KAK8438551.1	hypothetical protein			B9J08_04900	396		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	143177	143792	+	KAK8438551.1			hypothetical protein			B9J08_04900	396	131	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	145468	147771	-							B9J08_04901	2304		old_locus_tag=B9J08_004147
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	145468	147771	-			KAK8438552.1	elongation factor G, mitochondrial			B9J08_04901	2304		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	145468	147771	-	KAK8438552.1			elongation factor G, mitochondrial			B9J08_04901	2304	767	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	149289	150299	-							B9J08_04902	1011		old_locus_tag=B9J08_004148
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	149289	150299	-			KAK8438553.1	hypothetical protein			B9J08_04902	1011		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	149289	150299	-	KAK8438553.1			hypothetical protein			B9J08_04902	1011	336	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	153522	154718	+							B9J08_04903	1197		old_locus_tag=B9J08_004149
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	153522	154718	+			KAK8438554.1	hypothetical protein			B9J08_04903	1197		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	153522	154718	+	KAK8438554.1			hypothetical protein			B9J08_04903	1197	398	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	156532	160005	-							B9J08_04904	3474		old_locus_tag=B9J08_004150
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	156532	160005	-			KAK8438555.1	hypothetical protein			B9J08_04904	3474		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	156532	160005	-	KAK8438555.1			hypothetical protein			B9J08_04904	3474	1157	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	160713	165419	-							B9J08_04905	4707		old_locus_tag=B9J08_004151
mRNA		GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	160713	165419	-			KAK8438556.1	hypothetical protein			B9J08_04905	4707		
CDS	with_protein	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	160713	165419	-	KAK8438556.1			hypothetical protein			B9J08_04905	4707	1568	
gene	protein_coding	GCA_002759435.3	Primary Assembly	chromosome	6	CM076443.1	167715	168563	+							B9J08_04906	849		old_locus_tag=B9J08_004152
